Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
2017-01-17 12:15:00,LONG,2017-01-17 13:15:00,7622.55,7590.5,7590.5,2017-01-20 09:15:00,7575.95,-46.600000000000364,-49.63970000000037,-309007.1325000023,Gap Open Outside ISL,6225,6.333,-4.1200951000000305,2017,1,0.0
2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,7572.1,7553.65,7553.65,2017-01-20 12:15:00,7553.65,-18.450000000000728,-21.475150000000728,-134756.56625000457,Initial SL hit,6275,6.333,-1.7967542166667276,2017,1,-1.7967542166667272
2017-01-20 15:15:00,LONG,2017-01-23 09:15:00,7509.9,7494.55,7494.55,2017-01-23 12:15:00,7494.55,-15.349999999999454,-18.350889999999456,-116069.37924999656,Initial SL Hit,6325,6.333,-1.5475917233332874,2017,1,-3.3443459400000144
2017-01-23 13:15:00,LONG,2017-01-23 14:15:00,7511.3,7486.0,8146.24375,2017-02-16 09:15:00,8126.9,615.5999999999995,612.4723599999994,3873887.6769999964,TSL Hit,6325,6.333,51.65183569333328,2017,1,0.0
2017-02-16 10:15:00,LONG,2017-02-16 11:15:00,8144.65,8116.35,8306.0125,2017-03-02 15:15:00,8300.6,155.95000000000073,152.66095000000072,889250.0337500043,TSL Hit,5825,6.333,11.856667116666724,2017,2,0.0
2017-03-03 12:15:00,LONG,2017-03-03 13:15:00,8241.75,8221.2,8323.20375,2017-03-10 13:15:00,8296.75,55.0,51.6923,298523.03250000003,TSL Hit,5775,6.333,3.9803071,2017,3,0.0
2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,8516.55,8494.8,8494.8,2017-03-14 14:15:00,8494.8,-21.75,-25.15227,-140223.90525,Initial SL hit,5575,6.333,-1.86965207,2017,3,-1.8696520700000008
2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,8515.65,8499.15,8499.15,2017-03-15 09:15:00,8499.15,-16.5,-19.90296,-110959.00200000001,Initial SL hit,5575,6.333,-1.4794533600000002,2017,3,-3.3491054300000016
2017-03-15 12:15:00,LONG,2017-03-15 13:15:00,8544.15,8534.4,8534.4,2017-03-15 13:15:00,8534.4,-9.75,-13.16571,-73069.6905,Initial SL hit,5550,6.333,-0.97426254,2017,3,-4.32336797
2017-03-16 11:15:00,LONG,2017-03-16 12:15:00,8584.35,8568.4,8568.4,2017-03-20 09:15:00,8568.4,-15.950000000000728,-19.380550000000728,-107077.53875000402,Initial SL hit,5525,6.333,-1.4277005166667203,2017,3,-5.751068486666718
2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,8596.5,8565.3,8565.3,2017-03-21 11:15:00,8565.3,-31.200000000000728,-34.63236000000073,-191343.78900000404,Initial SL hit,5525,6.333,-2.5512505200000537,2017,3,-8.302319006666771
2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,8551.6,8535.5,8535.5,2017-03-21 14:15:00,8535.5,-16.100000000000364,-19.517420000000364,-108321.68100000202,Initial SL hit,5550,6.333,-1.444289080000027,2017,3,-9.746608086666797
2017-03-22 11:15:00,LONG,2017-03-22 12:15:00,8488.8,8472.6,8472.6,2017-03-22 14:15:00,8472.6,-16.19999999999891,-19.592279999998908,-109716.76799999388,Initial SL hit,5600,6.333,-1.4628902399999184,2017,3,-11.209498326666711
2017-03-23 13:15:00,LONG,2017-03-23 14:15:00,8491.75,8474.35,8795.643125,2017-04-19 09:15:00,8785.35,293.60000000000036,290.14458000000036,1624809.648000002,TSL Hit,5600,6.333,21.664128640000023,2017,3,0.0
2017-04-19 14:15:00,LONG,2017-04-19 15:15:00,8791.5,8759.2,8800.654375,2017-04-21 11:15:00,8788.05,-3.4500000000007276,-6.9659100000007275,-37615.914000003926,TSL Hit,5400,6.333,-0.5015455200000524,2017,4,-0.5015455200000503
2017-04-21 14:15:00,LONG,2017-04-21 15:15:00,8819.3,8765.95,9256.559375,2017-05-19 11:15:00,9214.2,394.90000000000146,391.29330000000147,2103201.4875000077,TSL Hit,5375,6.333,28.0426865000001,2017,4,0.0
2017-05-19 12:15:00,LONG,2017-05-19 13:15:00,9246.15,9192.9,9192.9,2017-05-22 15:15:00,9192.9,-53.25,-56.93781,-291806.27625,Initial SL Hit,5125,6.333,-3.8907503500000002,2017,5,-3.8907503500000047
2017-05-23 11:15:00,LONG,2017-05-23 12:15:00,9172.5,9158.35,9158.35,2017-05-23 14:15:00,9158.35,-14.149999999999636,-17.816169999999637,-92198.67974999812,Initial SL Hit,5175,6.333,-1.229315729999975,2017,5,-5.120066079999987
2017-05-25 09:15:00,LONG,2017-05-25 10:15:00,9212.6,9159.6,9564.67,2017-06-15 13:15:00,9564.35,351.75,347.99461,1792172.2415,TSL Hit,5150,6.333,23.895629886666665,2017,5,0.0
2017-06-15 14:15:00,LONG,2017-06-15 15:15:00,9583.85,9545.85,9649.464375,2017-06-23 14:15:00,9641.1,57.25,53.40501,264354.79949999996,TSL Hit,4950,6.333,3.5247306599999995,2017,6,0.0
2017-07-12 14:15:00,LONG,2017-07-12 15:15:00,9638.7,9601.05,10110.576875,2017-08-08 09:15:00,10092.85,454.14999999999964,450.20368999999965,2217253.173249998,TSL Hit,4925,6.333,29.563375643333305,2017,7,0.0
2017-08-08 10:15:00,LONG,2017-08-08 11:15:00,10120.7,10060.4,10060.4,2017-08-09 09:15:00,10060.4,-60.30000000000109,-64.33622000000109,-302380.2340000051,Initial SL Hit,4700,6.333,-4.0317364533334015,2017,8,-4.031736453333394
2017-08-09 13:15:00,LONG,2017-08-09 14:15:00,10039.85,10017.2,10017.2,2017-08-09 15:15:00,10017.2,-22.649999999999636,-26.661409999999638,-125975.16224999829,Initial SL Hit,4725,6.333,-1.6796688299999771,2017,8,-5.711405283333363
2017-08-10 09:15:00,LONG,2017-08-10 10:15:00,10006.4,9954.15,9954.15,2017-08-10 14:15:00,9954.15,-52.25,-56.24211,-267150.02249999996,Initial SL Hit,4750,6.333,-3.5620003,2017,8,-9.273405583333357
2017-08-28 09:15:00,LONG,2017-08-28 10:15:00,10115.5,10074.25,10074.25,2017-08-29 09:15:00,10065.1,-50.399999999999636,-54.43611999999963,-255849.76399999828,Gap Open Outside ISL,4700,6.333,-3.411330186666644,2017,8,-12.684735770000003
2017-08-30 10:15:00,LONG,2017-08-30 11:15:00,10074.7,10055.95,10055.95,2017-08-31 09:15:00,10055.95,-18.75,-22.776130000000002,-107617.21425,Initial SL hit,4725,6.333,-1.4348961900000001,2017,8,-14.119631959999992
2017-08-31 10:15:00,LONG,2017-08-31 11:15:00,10066.85,10042.4,10042.4,2017-08-31 11:15:00,10042.4,-24.450000000000728,-28.471850000000728,-134529.49125000346,Initial SL hit,4725,6.333,-1.793726550000046,2017,8,-15.913358510000052
2017-08-31 13:15:00,LONG,2017-08-31 14:15:00,10075.2,10051.35,10051.35,2017-09-04 09:15:00,10051.35,-23.850000000000364,-27.875310000000365,-131710.83975000173,Initial SL hit,4725,6.333,-1.7561445300000231,2017,8,-17.66950304000008
2017-09-04 13:15:00,LONG,2017-09-04 14:15:00,10031.7,10004.25,10028.7375,2017-09-06 09:15:00,10004.25,-27.450000000000728,-31.45719000000073,-148635.22275000345,Initial SL hit,4725,6.333,-1.9818029700000461,2017,9,-19.651306010000127
2017-09-06 10:15:00,LONG,2017-09-06 11:15:00,10030.85,10010.15,10203.894375,2017-09-21 09:15:00,10177.5,146.64999999999964,142.60832999999963,673824.3592499982,TSL Hit,4725,6.333,8.984324789999977,2017,9,-10.666981220000139
2017-09-21 10:15:00,LONG,2017-09-21 11:15:00,10191.45,10155.25,10155.25,2017-09-22 09:15:00,10155.25,-36.20000000000073,-40.269340000000724,-187252.43100000336,Initial SL Hit,4650,6.333,-2.496699080000045,2017,9,-13.16368030000018
2017-09-22 11:15:00,LONG,2017-09-22 12:15:00,10111.2,10091.15,10091.15,2017-09-22 12:15:00,10091.15,-20.05000000000109,-24.09047000000109,-113225.20900000512,Initial SL Hit,4700,6.333,-1.5096694533334016,2017,9,-14.673349753333582
2017-10-12 10:15:00,LONG,2017-10-12 11:15:00,9976.6,9956.65,9956.65,2017-10-12 12:15:00,9956.65,-19.950000000000728,-23.93665000000073,-113699.08750000346,Initial SL Hit,4750,6.333,-1.5159878333333794,2017,10,-16.189337586666966
2017-10-12 13:15:00,LONG,2017-10-12 14:15:00,9993.15,9958.8,10037.26625,2017-10-18 10:15:00,10033.25,40.100000000000364,36.094720000000365,171449.92000000173,TSL Hit,4750,6.333,2.285998933333356,2017,10,-13.903338653333606
2017-10-18 11:15:00,LONG,2017-10-18 12:15:00,10034.85,10018.3,10041.685625,2017-10-18 14:15:00,10025.95,-8.899999999999636,-12.912159999999638,-61009.95599999829,TSL Hit,4725,6.333,-0.8134660799999771,2017,10,-14.71680473333359
2017-10-25 10:15:00,LONG,2017-10-25 11:15:00,10064.25,10015.0,10333.391875,2017-11-09 11:15:00,10325.9,261.64999999999964,257.5719699999996,1217027.5582499981,TSL Hit,4725,6.333,16.227034109999973,2017,10,0.0
2017-11-09 12:15:00,LONG,2017-11-09 13:15:00,10345.75,10300.1,10349.85125,2017-11-10 09:15:00,10349.6,3.850000000000364,-0.28906999999963645,-1329.7219999983276,TSL Hit,4600,6.333,-0.01772962666664437,2017,11,-0.017729626666636022
2017-11-10 12:15:00,LONG,2017-11-10 13:15:00,10369.6,10331.7,10373.101875,2017-11-13 09:15:00,10360.6,-9.0,-13.14604,-60143.132999999994,TSL Hit,4575,6.333,-0.80190844,2017,11,-0.8196380666666414
2017-11-13 11:15:00,LONG,2017-11-13 12:15:00,10363.65,10340.5,10340.5,2017-11-13 13:15:00,10340.5,-23.149999999999636,-27.290829999999637,-124855.54724999834,Initial SL Hit,4575,6.333,-1.6647406299999779,2017,11,-2.4843786966666244
2017-11-13 15:15:00,LONG,2017-11-14 09:15:00,10325.3,10303.65,10303.65,2017-11-14 09:15:00,10303.65,-21.649999999999636,-25.775789999999635,-118568.63399999832,Initial SL hit,4600,6.333,-1.5809151199999774,2017,11,-4.06529381666661
2017-11-14 11:15:00,LONG,2017-11-14 12:15:00,10301.4,10271.85,10271.85,2017-11-15 09:15:00,10271.85,-29.549999999999272,-33.66464999999927,-154857.38999999664,Initial SL Hit,4600,6.333,-2.0647651999999552,2017,11,-6.130059016666564
2017-11-15 11:15:00,LONG,2017-11-15 12:15:00,10272.95,10253.7,10253.7,2017-11-15 14:15:00,10253.7,-19.25,-23.355330000000002,-108018.40125000001,Initial SL Hit,4625,6.333,-1.44024535,2017,11,-7.570304366666562
2017-11-16 09:15:00,LONG,2017-11-16 10:15:00,10310.95,10271.45,10466.663125,2017-11-30 09:15:00,10431.45,120.5,116.35152,535216.992,TSL Hit,4600,6.333,7.13622656,2017,11,-0.4340778066665507
2017-11-30 12:15:00,LONG,2017-11-30 13:15:00,10415.8,10394.45,10394.45,2017-11-30 14:15:00,10394.45,-21.349999999998545,-25.512049999998546,-116079.82749999338,Initial SL Hit,4550,6.333,-1.547731033333245,2017,11,-1.9818088399997862
2017-12-01 11:15:00,LONG,2017-12-01 12:15:00,10322.85,10296.3,10296.3,2017-12-01 14:15:00,10296.3,-26.55000000000109,-30.673830000001093,-141099.61800000502,Initial SL Hit,4600,6.333,-1.8813282400000668,2017,12,-3.8631370799998592
2017-12-15 13:15:00,LONG,2017-12-15 14:15:00,10440.4,10411.35,10411.35,2017-12-15 15:15:00,10411.35,-29.049999999999272,-33.22034999999927,-151152.59249999668,Initial SL hit,4550,6.333,-2.015367899999956,2017,12,-5.8785049799998035
2017-12-18 09:15:00,LONG,2017-12-18 10:15:00,10515.2,10107.9,10435.731875000001,2017-12-28 11:15:00,10431.5,-83.70000000000073,-87.88934000000073,-397699.2635000033,TSL Hit,4525,6.333,-5.302656846666711,2017,12,-11.18116182666651
2017-12-28 12:15:00,LONG,2017-12-28 13:15:00,10446.7,10424.1,10424.1,2017-12-28 15:15:00,10424.1,-22.600000000000364,-26.774160000000364,-121822.42800000166,Initial SL Hit,4550,6.333,-1.6242990400000223,2017,12,-12.805460866666522
2017-12-29 09:15:00,LONG,2017-12-29 10:15:00,10468.55,10426.7,10462.79125,2018-01-01 11:15:00,10458.8,-9.75,-13.935469999999999,-63058.001749999996,TSL Hit,4525,6.333,-0.8407733566666665,2017,12,-13.646234223333181
2018-01-01 12:15:00,LONG,2018-01-01 13:15:00,10460.2,10450.75,10450.75,2018-01-01 13:15:00,10450.75,-9.450000000000728,-13.632190000000728,-62026.46450000331,Initial SL Hit,4550,6.333,-0.8270195266667107,2018,1,-14.473253749999884
2018-01-02 11:15:00,LONG,2018-01-02 12:15:00,10392.8,10370.05,10370.05,2018-01-02 12:15:00,10370.05,-22.75,-26.90257,-123079.25775,Initial SL Hit,4575,6.333,-1.64105677,2018,1,-16.11431051999989
2018-01-08 12:15:00,LONG,2018-01-08 13:15:00,10523.75,10511.6,10511.6,2018-01-08 13:15:00,10511.6,-12.149999999999636,-16.357069999999638,-74015.74174999836,Initial SL hit,4525,6.333,-0.9868765566666448,2018,1,-17.101187076666548
2018-01-08 14:15:00,LONG,2018-01-08 15:15:00,10524.8,10507.5,10507.5,2018-01-09 09:15:00,10507.5,-17.299999999999272,-21.506459999999272,-97316.7314999967,Initial SL hit,4525,6.333,-1.297556419999956,2018,1,-18.398743496666498
2018-01-12 13:15:00,LONG,2018-01-12 14:15:00,10511.2,10477.3,11125.719375,2018-02-02 09:15:00,11017.1,505.89999999999964,501.59433999999965,2269714.3884999985,TSL Hit,4525,6.333,30.262858513333313,2018,1,0.0
2018-02-02 11:15:00,LONG,2018-02-02 12:15:00,11001.85,10964.4,10964.4,2018-02-02 12:15:00,10964.4,-37.45000000000073,-41.84325000000073,-180972.05625000317,Initial SL Hit,4325,6.333,-2.4129607500000425,2018,2,-2.412960750000053
2018-02-22 12:15:00,LONG,2018-02-22 13:15:00,10369.8,10352.85,10352.85,2018-02-22 14:15:00,10352.85,-16.94999999999891,-21.094529999998908,-96507.474749995,Initial SL Hit,4575,6.333,-1.2867663299999335,2018,2,-3.699727079999974
2018-02-26 09:15:00,LONG,2018-02-26 10:15:00,10616.6,10552.1,10552.1,2018-02-28 09:15:00,10483.65,-132.95000000000073,-137.17005000000074,-613835.9737500033,Gap Open Outside ISL,4475,6.333,-8.184479650000045,2018,2,-11.884206730000017
2018-03-13 09:15:00,LONG,2018-03-13 10:15:00,10458.55,10322.1,10363.971875,2018-03-13 13:15:00,10354.9,-103.64999999999964,-107.81268999999963,-490547.73949999834,TSL Hit,4550,6.333,-6.540636526666645,2018,3,-18.424843256666662
2018-03-22 12:15:00,LONG,2018-03-22 13:15:00,10198.4,10161.5,10161.5,2018-03-22 13:15:00,10161.5,-36.899999999999636,-40.97197999999964,-190519.70699999834,Initial SL Hit,4650,6.333,-2.540262759999978,2018,3,-20.965106016666653
2018-03-27 11:15:00,LONG,2018-03-27 12:15:00,10271.9,10215.75,10223.06875,2018-03-28 09:15:00,10215.75,-56.149999999999636,-60.247529999999635,-278644.8262499983,Initial SL hit,4625,6.333,-3.715264349999977,2018,3,-24.680370366666637
2018-04-05 09:15:00,LONG,2018-04-05 10:15:00,10316.25,10265.6,10534.47875,2018-04-20 09:15:00,10510.5,194.25,190.08465,874389.39,TSL Hit,4600,6.333,11.6585252,2018,4,-13.021845166666651
2018-04-20 13:15:00,LONG,2018-04-20 14:15:00,10497.8,10471.4,10471.4,2018-04-23 09:15:00,10471.4,-26.399999999999636,-30.593839999999638,-138437.12599999836,Initial SL Hit,4525,6.333,-1.8458283466666447,2018,4,-14.867673513333301
2018-04-23 11:15:00,LONG,2018-04-23 12:15:00,10522.2,10495.95,10495.95,2018-04-23 13:15:00,10495.95,-26.25,-30.45363,-137802.67575,Initial SL Hit,4525,6.333,-1.83736901,2018,4,-16.705042523333304
2018-04-24 10:15:00,LONG,2018-04-24 11:15:00,10535.8,10519.65,10519.65,2018-04-24 12:15:00,10519.65,-16.149999999999636,-20.361089999999635,-91624.90499999835,Initial SL Hit,4500,6.333,-1.221665399999978,2018,4,-17.926707923333282
2018-04-24 13:15:00,LONG,2018-04-24 14:15:00,10564.5,10522.2,10522.2,2018-04-25 09:15:00,10522.2,-42.29999999999927,-46.51733999999927,-209328.02999999674,Initial SL Hit,4500,6.333,-2.7910403999999565,2018,4,-20.71774832333324
2018-04-26 14:15:00,LONG,2018-04-26 15:15:00,10491.1,10439.0,10863.566875,2018-05-17 11:15:00,10853.4,362.2999999999993,358.0310999999993,1620090.7274999968,TSL Hit,4525,6.333,21.601209699999956,2018,4,0.0
2018-05-17 13:15:00,LONG,2018-05-17 14:15:00,10875.5,10828.6,10828.6,2018-05-18 09:15:00,10828.6,-46.899999999999636,-51.24081999999964,-224178.58749999842,Initial SL Hit,4375,6.333,-2.9890478333333124,2018,5,-2.989047833333302
2018-05-18 11:15:00,LONG,2018-05-18 12:15:00,10822.95,10796.75,10796.75,2018-05-18 12:15:00,10796.75,-26.200000000000728,-30.523940000000728,-134305.3360000032,Initial SL Hit,4400,6.333,-1.7907378133333762,2018,5,-4.7797856466666815
2018-05-18 13:15:00,LONG,2018-05-18 14:15:00,10806.95,10784.6,10784.6,2018-05-18 14:15:00,10784.6,-22.350000000000364,-26.668310000000364,-117340.5640000016,Initial SL Hit,4400,6.333,-1.5645408533333547,2018,5,-6.344326500000022
2018-05-25 15:15:00,LONG,2018-05-28 09:15:00,10902.45,10874.1,10874.1,2018-05-30 09:15:00,10818.55,-83.90000000000146,-88.24420000000146,-383862.2700000063,Gap Open Outside ISL,4350,6.333,-5.118163600000084,2018,5,-11.46249010000011
2018-05-31 12:15:00,LONG,2018-05-31 13:15:00,10993.0,10959.55,10959.55,2018-06-04 09:15:00,10959.55,-33.45000000000073,-37.84051000000073,-163660.20575000314,Initial SL hit,4325,6.333,-2.1821360766667084,2018,5,-13.644626176666804
2018-06-04 10:15:00,LONG,2018-06-04 11:15:00,11015.25,10981.4,10981.4,2018-06-04 12:15:00,10981.4,-33.850000000000364,-38.24933000000036,-164472.11900000155,Initial SL hit,4300,6.333,-2.192961586666687,2018,6,-15.837587763333488
2018-06-04 15:15:00,LONG,2018-06-05 09:15:00,10894.7,10868.95,10868.95,2018-06-05 09:15:00,10868.95,-25.75,-30.10273,-130946.87550000001,Initial SL Hit,4350,6.333,-1.7459583400000003,2018,6,-17.583546103333475
2018-06-05 10:15:00,LONG,2018-06-05 11:15:00,10868.9,10795.7,11008.388125,2018-06-15 11:15:00,10997.5,128.60000000000036,124.22672000000037,543491.9000000017,TSL Hit,4375,6.333,7.246558666666688,2018,6,-10.336987436666789
2018-06-20 09:15:00,LONG,2018-06-20 10:15:00,10993.4,10951.85,11051.57625,2018-06-27 13:15:00,11029.15,35.75,31.345489999999998,135569.24425,TSL Hit,4325,6.333,1.807589923333333,2018,6,-8.529397513333464
2018-07-04 12:15:00,LONG,2018-07-04 13:15:00,10954.65,10934.55,11037.057499999999,2018-07-06 14:15:00,11018.8,64.14999999999964,59.75530999999964,258441.71574999843,TSL Hit,4325,6.333,3.4458895433333123,2018,7,-5.0835079700001415
2018-07-09 10:15:00,LONG,2018-07-09 11:15:00,11062.3,11040.2,11462.9025,2018-08-02 15:15:00,11454.6,392.3000000000011,387.7966200000011,1667525.4660000047,TSL Hit,4300,6.333,22.233672880000064,2018,7,0.0
2018-08-03 09:15:00,LONG,2018-08-03 10:15:00,11591.15,11514.6,11679.645625000001,2018-08-13 09:15:00,11614.75,23.600000000000364,18.958820000000365,77731.1620000015,TSL Hit,4100,6.333,1.0364154933333531,2018,8,0.0
2018-08-13 10:15:00,LONG,2018-08-13 11:15:00,11628.85,11601.6,11601.6,2018-08-13 11:15:00,11601.6,-27.25,-31.89609,-129976.56675,Initial SL Hit,4075,6.333,-1.7330208900000001,2018,8,-1.733020890000006
2018-08-20 10:15:00,LONG,2018-08-20 11:15:00,11707.35,11687.0,11687.0,2018-08-21 09:15:00,11687.0,-20.350000000000364,-25.028870000000364,-101366.92350000147,Initial SL hit,4050,6.333,-1.3515589800000196,2018,8,-3.0845798700000273
2018-08-21 11:15:00,LONG,2018-08-21 12:15:00,11693.25,11662.05,11696.38,2018-08-23 09:15:00,11680.55,-12.700000000000728,-17.374760000000727,-70367.77800000295,TSL Hit,4050,6.333,-0.9382370400000393,2018,8,-4.022816910000074
2018-08-27 10:15:00,LONG,2018-08-27 11:15:00,11714.75,11693.3,11693.3,2018-08-31 10:15:00,11693.3,-21.450000000000728,-26.131610000000727,-105833.02050000294,Initial SL hit,4050,6.333,-1.4111069400000393,2018,8,-5.433923850000127
2018-08-31 13:15:00,LONG,2018-08-31 14:15:00,11704.1,11674.4,11695.18,2018-09-03 13:15:00,11691.2,-12.899999999999636,-17.579059999999636,-71195.19299999853,TSL Hit,4050,6.333,-0.9492692399999805,2018,8,-6.3831930900001055
2018-09-03 15:15:00,LONG,2018-09-04 09:15:00,11636.65,11616.95,11616.95,2018-09-04 09:15:00,11616.95,-19.69999999999891,-24.35071999999891,-99229.18399999556,Initial SL Hit,4075,6.333,-1.3230557866666075,2018,9,-7.706248876666706
2018-09-04 10:15:00,LONG,2018-09-04 11:15:00,11589.45,11557.55,11557.55,2018-09-04 13:15:00,11557.55,-31.900000000001455,-36.52940000000146,-149770.54000000597,Initial SL Hit,4100,6.333,-1.996940533333413,2018,9,-9.703189410000107
2018-10-16 09:15:00,LONG,2018-10-16 10:15:00,10647.4,10518.35,10518.35,2018-10-17 13:15:00,10518.35,-129.04999999999927,-133.28314999999927,-593110.0174999967,Initial SL hit,4450,6.333,-7.908133566666622,2018,10,-17.61132297666674
2018-10-24 12:15:00,LONG,2018-10-24 13:15:00,10440.05,10409.1,10409.1,2018-10-24 13:15:00,10409.1,-30.94999999999891,-35.119829999998906,-159795.226499995,Initial SL Hit,4550,6.333,-2.1306030199999335,2018,10,-19.74192599666668
2018-10-24 14:15:00,LONG,2018-10-24 15:15:00,10492.05,10344.4,10425.861249999998,2018-10-25 09:15:00,10373.8,-118.25,-122.42317,-553964.84425,TSL Hit,4525,6.333,-7.3861979233333335,2018,10,-27.128123920000007
2018-10-25 12:15:00,LONG,2018-10-25 13:15:00,10355.9,10295.45,10295.45,2018-10-25 13:15:00,10295.45,-60.44999999999891,-64.5802699999989,-295454.73524999496,Initial SL Hit,4575,6.333,-3.9393964699999326,2018,10,-31.06752038999994
2018-10-25 14:15:00,LONG,2018-10-25 15:15:00,10342.2,10303.9,10303.9,2018-10-26 09:15:00,10303.9,-38.30000000000109,-42.429220000001095,-195174.41200000505,Initial SL Hit,4600,6.333,-2.602325493333401,2018,10,-33.66984588333335
2018-10-26 10:15:00,LONG,2018-10-26 11:15:00,10341.25,10290.85,10290.85,2018-10-26 14:15:00,10290.85,-50.399999999999636,-54.52641999999963,-250821.53199999832,Initial SL Hit,4600,6.333,-3.3442870933333113,2018,10,-37.01413297666667
