,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,DD%,Prof Loss Remark,Max High,Max Unrealised Profit,Value At Risk,Max nR,Booked nR,Booked nR w CS
57,LONG,2019-10-28 21:00:00+05:30,2019-10-29 09:00:00+05:30,37964,37394.54,2019-11-05 17:00:00+05:30,38020.0,Trailing SL Hit,56.0,33.204800000000006,175.6049590840448,10,9833.877708706508,5830.927545393892,0.9833877708706508,0.5830927545393891,2019,-9.146081587095978,Profitable,38603.0,112211.56885470463,100000.0,1.1221156885470462,0.09833877708706508,0.058309275453938915
58,LONG,2019-11-06 09:00:00+05:30,2019-11-06 13:00:00+05:30,38049,37478.265,2019-11-08 17:00:00+05:30,37478.265,Initial SL Hit,-570.7350000000006,-593.3931795000005,175.21266437138058,10,-100000.0,-103969.99999999999,-10.0,-10.396999999999998,2019,-19.54308158709597,Lossy,38286.0,41525.4014560172,100000.0,0.415254014560172,-1.0,-1.0396999999999998
59,LONG,2019-12-09 13:00:00+05:30,2019-12-09 17:00:00+05:30,37675,37109.875,2019-12-12 17:00:00+05:30,37493.0,RSI Overbought,-182.0,-204.5504,176.95200176952002,10,-32205.264322052644,-36195.602742756026,-3.2205264322052645,-3.6195602742756026,2019,-23.162641861371583,Lossy,38068.0,69542.13669542137,100000.0,0.6954213669542137,-0.32205264322052646,-0.3619560274275603
60,LONG,2020-01-01 13:00:00+05:30,2020-01-02 09:00:00+05:30,39110,38523.35,2020-01-13 21:00:00+05:30,39548.0,Trailing SL Hit,438.0,414.4026,170.45938805079646,10,74661.21196624885,70638.813602659,7.4661211966248855,7.063881360265899,2020,-16.098760501105687,Profitable,41293.0,372112.8441148887,100000.0,3.721128441148887,0.7466121196624885,0.7063881360265899
61,LONG,2020-01-14 13:00:00+05:30,2020-01-14 17:00:00+05:30,39484,38891.74,2020-01-15 17:00:00+05:30,39549.0,RSI Overbought,65.0,41.2901,168.84476412386394,10,10974.909668051156,6971.617195150755,1.0974909668051156,0.6971617195150754,2020,-15.401598781590621,Profitable,39708.0,37821.22716374552,100000.0,0.3782122716374552,0.10974909668051155,0.06971617195150755
62,LONG,2020-02-12 09:00:00+05:30,2020-02-12 13:00:00+05:30,40438,39831.43,2020-02-28 21:00:00+05:30,41300.0,Trailing SL Hit,862.0,837.4786,164.8614339647527,10,142110.55607761684,138067.92291079354,14.211055607761685,13.806792291079354,2020,-1.594806490511246,Profitable,43788.0,552285.8037819215,100000.0,5.522858037819215,1.4211055607761685,1.3806792291079355
63,LONG,2020-03-13 13:00:00+05:30,2020-03-13 17:00:00+05:30,41960,41330.6,2020-03-13 21:00:00+05:30,41330.6,Initial SL Hit,-629.4000000000015,-654.3871800000014,158.88147442008224,10,-100000.0,-103969.99999999999,-10.0,-10.396999999999998,2020,-11.991806490511237,Lossy,42039.0,12551.636479186496,100000.0,0.12551636479186495,-1.0,-1.0396999999999998
64,LONG,2020-05-19 13:00:00+05:30,2020-05-19 17:00:00+05:30,46778,46076.33,2020-05-26 17:00:00+05:30,46357.0,Trailing SL Hit,-421.0,-448.9405,142.51713768580709,10,-59999.71496572479,-63981.71505123507,-5.999971496572479,-6.398171505123507,2020,-18.38997799563475,Lossy,47354.0,82089.87130702488,100000.00000000001,0.8208987130702486,-0.5999971496572478,-0.6398171505123507
65,LONG,2020-05-27 13:00:00+05:30,2020-05-27 17:00:00+05:30,46185,45492.225,2020-05-28 21:00:00+05:30,46302.0,RSI Overbought,117.0,89.2539,144.34701021255066,10,16888.600194868428,12883.533614809976,1.6888600194868426,1.2883533614809977,2020,-17.10162463415378,Profitable,46860.0,97434.23189347169,99999.99999999999,0.974342318934717,0.16888600194868425,0.12883533614809978
66,LONG,2020-06-03 21:00:00+05:30,2020-06-04 09:00:00+05:30,46039,45348.415,2020-06-05 09:00:00+05:30,46364.0,RSI Overbought,325.0,297.2791,144.80476697292895,10,47061.54926620191,43047.430801422044,4.706154926620191,4.304743080142205,2020,-12.796881554011577,Profitable,46750.0,102956.18931775248,100000.00000000001,1.0295618931775246,0.4706154926620191,0.4304743080142205
67,LONG,2020-06-25 21:00:00+05:30,2020-06-26 09:00:00+05:30,47998,47278.03,2020-07-06 09:00:00+05:30,48040.0,Trailing SL Hit,42.0,13.188600000000001,138.8946761670623,10,5833.576399016617,1831.826326096918,0.5833576399016617,0.18318263260969178,2020,-12.613698921401863,Profitable,48982.0,136672.3613483893,100000.0,1.366723613483893,0.05833576399016617,0.018318263260969178
68,LONG,2020-07-06 13:00:00+05:30,2020-07-06 17:00:00+05:30,48072,47350.92,2020-08-05 13:00:00+05:30,55282.799999999996,Target Hit,7210.799999999996,7179.7935599999955,138.6808675875073,10,999999.999999997,995699.999999997,99.9999999999997,99.56999999999971,2020,0.0,Profitable,55339.0,1007793.8647584155,100000.0,10.077938647584155,9.99999999999997,9.95699999999997
69,LONG,2020-09-03 13:00:00+05:30,2020-09-03 17:00:00+05:30,50870,50106.95,2020-09-08 13:00:00+05:30,50865.0,RSI Overbought,-5.0,-35.5205,131.0530109429259,10,-655.2650547146295,-4655.0684751982,-0.06552650547146295,-0.46550684751981997,2020,-0.465506847519805,Lossy,51200.0,43247.49361116555,100000.0,0.4324749361116555,-0.006552650547146295,-0.046550684751982
70,LONG,2020-09-17 13:00:00+05:30,2020-09-17 17:00:00+05:30,51490,50717.65,2020-09-21 13:00:00+05:30,51151.0,Trailing SL Hit,-339.0,-369.7923,129.47497896031615,10,-43892.017867547176,-47878.85026218692,-4.389201786754718,-4.787885026218692,2020,-5.253391873738508,Lossy,51849.0,46481.517446753496,99999.99999999999,0.464815174467535,-0.43892017867547184,-0.4787885026218692
71,LONG,2020-09-28 13:00:00+05:30,2020-09-28 17:00:00+05:30,49565,48821.525,2020-09-30 09:00:00+05:30,50272.0,RSI Overbought,707.0,677.0489,134.503513904301,10,95093.98433034081,91065.4561350417,9.50939843303408,9.10654561350417,2020,0.0,Profitable,50690.0,151316.45314233864,99999.99999999999,1.5131645314233866,0.9509398433034081,0.9106545613504171
72,LONG,2020-10-07 21:00:00+05:30,2020-10-08 09:00:00+05:30,50110,49358.35,2020-10-13 17:00:00+05:30,50286.0,Trailing SL Hit,176.0,145.8812,133.0406439167163,10,23415.15332934207,19408.128783343276,2.3415153329342067,1.9408128783343277,2020,0.0,Profitable,51184.0,142885.6515665533,100000.0,1.428856515665533,0.23415153329342067,0.19408128783343276
73,LONG,2020-10-13 21:00:00+05:30,2020-10-14 09:00:00+05:30,50380,49624.3,2020-10-15 13:00:00+05:30,50410.0,Trailing SL Hit,30.0,-0.23699999999999832,132.32764324467433,10,3969.82929734023,-31.361651448987594,0.396982929734023,-0.0031361651448987594,2020,-0.003136165144894676,Profitable,50740.0,47637.95156808276,100000.00000000001,0.47637951568082754,0.0396982929734023,-0.00031361651448987596
74,LONG,2020-11-25 13:00:00+05:30,2020-11-25 17:00:00+05:30,48827,48094.595,2020-11-27 17:00:00+05:30,48094.595,Initial SL Hit,-732.4049999999988,-761.4814784999988,136.5364791338128,10,-100000.00000000001,-103970.00000000001,-10.000000000000002,-10.397000000000002,2020,-10.400136165144886,Lossy,48885.0,7919.115789761143,100000.00000000001,0.07919115789761141,-1.0000000000000002,-1.0397000000000003
75,LONG,2021-02-11 13:00:00+05:30,2021-02-11 17:00:00+05:30,48045,47324.325,2021-02-12 13:00:00+05:30,47324.325,Initial SL Hit,-720.6750000000029,-749.2857975000029,138.75880251153376,10,-100000.0,-103969.99999999997,-10.0,-10.396999999999997,2021,-20.797136165144877,Lossy,48100.0,7631.734138134357,100000.0,0.07631734138134356,-1.0,-1.0396999999999996
76,LONG,2021-02-18 09:00:00+05:30,2021-02-18 13:00:00+05:30,46476,45778.86,2021-02-23 17:00:00+05:30,46809.0,RSI Overbought,333.0,305.0145,143.4432108328314,10,47766.58920733286,43752.25923057065,4.776658920733286,4.375225923057065,2021,-16.42191024208779,Profitable,46985.0,73012.59431391118,100000.0,0.7301259431391117,0.47766589207332866,0.4375225923057065
77,LONG,2021-03-05 13:00:00+05:30,2021-03-05 17:00:00+05:30,44436,43769.46,2021-03-16 09:00:00+05:30,44840.0,RSI Overbought,404.0,377.2172,150.02850541602885,10,60611.51618807566,56593.332733219235,6.061151618807566,5.6593332733219235,2021,-10.76257696876587,Profitable,45167.0,109670.83745911709,100000.0,1.0967083745911708,0.6061151618807565,0.5659333273321924
78,LONG,2021-03-30 21:00:00+05:30,2021-03-31 09:00:00+05:30,44485,43817.725,2021-04-28 09:00:00+05:30,46936.0,Trailing SL Hit,2451.0,2423.5737,149.86324978457125,10,367314.8252219841,363204.63077441754,36.73148252219841,36.32046307744175,2021,0.0,Profitable,48429.0,591060.657150349,100000.0,5.91060657150349,3.6731482522198413,3.632046307744175
79,LONG,2021-04-29 21:00:00+05:30,2021-04-30 09:00:00+05:30,46749,46047.765,2021-06-03 17:00:00+05:30,48620.0,Trailing SL Hit,1871.0,1842.3893,142.60554592968109,10,266814.9764344333,262734.931941503,26.681497643443333,26.2734931941503,2021,0.0,Profitable,49721.0,423823.6825030122,100000.0,4.238236825030122,2.6681497643443333,2.62734931941503
80,LONG,2021-06-04 13:00:00+05:30,2021-06-04 17:00:00+05:30,48715,47984.275,2021-06-07 09:00:00+05:30,48802.0,Trailing SL Hit,87.0,57.7449,136.85038831297712,10,11905.983783229009,7902.4119880940325,1.190598378322901,0.7902411988094032,2021,0.0,Profitable,49176.0,63088.02901228245,100000.0,0.6308802901228245,0.1190598378322901,0.07902411988094032
81,LONG,2021-06-29 21:00:00+05:30,2021-06-30 09:00:00+05:30,46670,45969.95,2021-07-01 17:00:00+05:30,46936.0,RSI Overbought,266.0,237.9182,142.84693950432052,10,37997.28590814926,33985.88672237683,3.799728590814926,3.398588672237683,2021,0.0,Profitable,47210.0,77137.34733233308,100000.0,0.7713734733233308,0.3799728590814926,0.3398588672237683
82,LONG,2021-09-07 21:00:00+05:30,2021-09-08 09:00:00+05:30,47019,46313.715,2021-09-15 13:00:00+05:30,47109.0,Trailing SL Hit,90.0,61.7616,141.78665362229384,10,12760.798826006445,8756.970586358664,1.2760798826006445,0.8756970586358663,2021,0.0,Profitable,47320.0,42677.782740310446,100000.0,0.42677782740310444,0.12760798826006445,0.08756970586358663
83,LONG,2021-09-16 21:00:00+05:30,2021-09-17 09:00:00+05:30,46106,45414.409999999996,2021-10-29 17:00:00+05:30,47530.0,Trailing SL Hit,1424.0,1395.9092,144.594340577509,10,205902.3409823728,201840.57028007813,20.59023409823728,20.184057028007814,2021,0.0,Profitable,48299.0,317095.3888864772,100000.0,3.1709538888647724,2.0590234098237277,2.0184057028007816
84,LONG,2021-10-29 21:00:00+05:30,2021-11-01 09:00:00+05:30,47660,46945.1,2021-11-02 17:00:00+05:30,47655.0,Trailing SL Hit,-5.0,-33.5945,139.8797034550284,10,-699.398517275142,-4699.188697719951,-0.06993985172751421,-0.4699188697719951,2021,-0.4699188697719592,Lossy,47951.0,40704.99370541326,100000.0,0.4070499370541326,-0.006993985172751421,-0.04699188697719951
85,LONG,2021-11-18 21:00:00+05:30,2021-11-19 17:00:00+05:30,49140,48402.9,2021-11-22 17:00:00+05:30,48402.9,Initial SL Hit,-737.0999999999985,-766.3628699999986,135.66680233346926,10,-100000.0,-103970.0,-10.0,-10.397,2021,-10.866918869772007,Lossy,49308.0,22792.022792022835,100000.0,0.22792022792022834,-1.0,-1.0397
86,LONG,2021-12-10 13:00:00+05:30,2021-12-10 17:00:00+05:30,47981,47261.284999999996,2021-12-21 09:00:00+05:30,48000.0,Trailing SL Hit,19.0,-9.794299999999996,138.94388751102795,10,2639.9338627095312,-1360.8581174492606,0.2639933862709531,-0.13608581174492607,2021,-11.003004681516927,Profitable,48785.0,111710.88555886647,100000.00000000001,1.1171088555886646,0.026399338627095308,-0.013608581174492606
87,LONG,2022-01-06 21:00:00+05:30,2022-01-07 09:00:00+05:30,47504,46791.44,2022-01-13 13:00:00+05:30,47829.0,RSI Overbought,325.0,296.4001,140.3390591669478,10,45610.194229258035,41596.511170989244,4.561019422925804,4.1596511170989245,2022,-6.843353564417953,Profitable,47917.0,57960.031435949444,100000.0,0.5796003143594944,0.4561019422925804,0.4159651117098925
88,LONG,2022-01-18 13:00:00+05:30,2022-01-18 17:00:00+05:30,47929,47210.065,2022-01-27 21:00:00+05:30,47914.0,Trailing SL Hit,-15.0,-43.7529,139.09463303358484,10,-2086.419495503773,-6085.793569655134,-0.2086419495503773,-0.6085793569655135,2022,-7.451932921383445,Lossy,48912.0,136730.0242720139,100000.0,1.3673002427201388,-0.02086419495503773,-0.060857935696551346
89,LONG,2022-01-28 21:00:00+05:30,2022-01-31 09:00:00+05:30,47678,46962.83,2022-03-08 17:00:00+05:30,54829.7,Target Hit,7151.699999999997,7120.947689999997,139.82689430485092,10,1000000.000000002,995700.000000002,100.0000000000002,99.57000000000019,2022,0.0,Profitable,55362.0,1074429.8558384746,99999.99999999999,10.744298558384747,10.00000000000002,9.957000000000019
90,LONG,2022-04-04 13:00:00+05:30,2022-04-04 17:00:00+05:30,51598,50824.03,2022-04-21 13:00:00+05:30,52300.0,Trailing SL Hit,702.0,670.8306,129.2039743142497,10,90701.1899686033,86673.97961161273,9.070118996860328,8.667397961161273,2022,0.0,Profitable,53663.0,266806.20695892564,100000.0,2.6680620695892565,0.9070118996860328,0.8667397961161273
91,LONG,2022-04-26 09:00:00+05:30,2022-04-26 13:00:00+05:30,51595,50821.075,2022-04-29 17:00:00+05:30,51600.0,RSI Overbought,5.0,-25.958499999999997,129.21148690118503,10,646.0574345059251,-3354.1363827244113,0.06460574345059251,-0.3354136382724411,2022,-0.3354136382724846,Profitable,51879.0,36696.062279936545,100000.0,0.3669606227993654,0.006460574345059251,-0.03354136382724411
92,LONG,2022-05-02 21:00:00+05:30,2022-05-03 17:00:00+05:30,50822,50059.67,2022-05-13 09:00:00+05:30,50059.67,Initial SL Hit,-762.3300000000017,-792.5945010000017,131.17678695578002,10,-100000.00000000001,-103970.0,-10.000000000000002,-10.397,2022,-10.732413638272533,Lossy,51557.0,96414.93841249832,100000.00000000001,0.9641493841249831,-1.0000000000000002,-1.0397
93,LONG,2022-05-13 21:00:00+05:30,2022-05-16 09:00:00+05:30,49950,49200.75,2022-06-01 09:00:00+05:30,50570.0,Trailing SL Hit,620.0,589.844,133.4668001334668,10,82749.4160827494,78724.59125792459,8.27494160827494,7.872459125792459,2022,-2.8599545124800443,Profitable,51246.0,172972.97297297296,100000.0,1.7297297297297296,0.8274941608274939,0.7872459125792459
94,LONG,2022-07-15 13:00:00+05:30,2022-07-15 17:00:00+05:30,50140,49387.9,2022-08-17 13:00:00+05:30,51725.0,Trailing SL Hit,1585.0,1554.4405,132.96104241457277,10,210743.25222709784,206680.0292514297,21.07432522270978,20.66800292514297,2022,0.0,Profitable,52620.0,329743.3851881405,99999.99999999999,3.2974338518814053,2.107432522270978,2.066800292514297
95,LONG,2022-09-01 21:00:00+05:30,2022-09-02 09:00:00+05:30,50081,49329.784999999996,2022-09-05 13:00:00+05:30,50482.0,RSI Overbought,401.0,370.8311,133.1176826873791,10,53380.19075763902,49364.17670041175,5.338019075763903,4.936417670041175,2022,0.0,Profitable,50587.0,67357.54743981383,100000.0,0.6735754743981384,0.5338019075763902,0.4936417670041175
96,LONG,2022-10-31 09:00:00+05:30,2022-10-31 13:00:00+05:30,50361,49605.585,2022-11-03 09:00:00+05:30,50230.0,Trailing SL Hit,-131.0,-161.1773,132.3775672974456,10,-17341.461315965375,-21336.25887757058,-1.7341461315965376,-2.1336258877570584,2022,-2.1336258877570344,Lossy,50833.0,62482.21176439433,99999.99999999999,0.6248221176439434,-0.17341461315965376,-0.21336258877570585
97,LONG,2022-11-17 21:00:00+05:30,2022-11-18 09:00:00+05:30,52885,52091.725,2022-11-23 17:00:00+05:30,52091.725,Initial SL Hit,-793.2750000000015,-824.7680175000014,126.05968926286573,10,-100000.0,-103969.99999999999,-10.0,-10.396999999999998,2022,-12.530625887757083,Lossy,52990.0,13236.267372600902,100000.0,0.13236267372600902,-1.0,-1.0396999999999998
98,LONG,2023-02-10 13:00:00+05:30,2023-02-10 17:00:00+05:30,56864,56011.04,2023-02-16 09:00:00+05:30,56011.04,Initial SL Hit,-852.9599999999991,-886.8225119999992,117.23879197148764,10,-100000.0,-103970.0,-10.0,-10.397,2023,-22.92762588775713,Lossy,56999.0,15827.236916150832,100000.0,0.15827236916150833,-1.0,-1.0397
99,LONG,2023-02-27 13:00:00+05:30,2023-02-27 17:00:00+05:30,55429,54597.565,2023-03-01 21:00:00+05:30,55823.0,RSI Overbought,394.0,360.6244,120.27398413586182,10,47387.94974952956,43373.73336460468,4.738794974952956,4.337373336460469,2023,-18.590252551296658,Profitable,56020.0,71081.92462429433,100000.0,0.7108192462429433,0.4738794974952956,0.4337373336460469
100,LONG,2023-03-08 13:00:00+05:30,2023-03-08 17:00:00+05:30,55034,54208.49,2023-04-19 09:00:00+05:30,60201.0,Trailing SL Hit,5167.0,5132.4295,121.13723637508905,10,625916.1003500851,621728.3255199802,62.59161003500851,62.17283255199802,2023,0.0,Profitable,61371.0,767646.6669089393,100000.0,7.676466669089392,6.259161003500851,6.217283255199802
101,LONG,2023-04-21 21:00:00+05:30,2023-04-24 09:00:00+05:30,59870,58971.95,2023-05-12 13:00:00+05:30,60611.0,Trailing SL Hit,741.0,704.8557,111.35237458938776,10,82512.10957073633,78487.35593786513,8.251210957073633,7.848735593786513,2023,0.0,Profitable,61845.0,219920.93981404084,100000.0,2.1992093981404084,0.8251210957073634,0.7848735593786513
102,LONG,2023-05-16 13:00:00+05:30,2023-05-16 17:00:00+05:30,60859,59946.115,2023-05-18 13:00:00+05:30,59946.115,Initial SL Hit,-912.885000000002,-949.126534500002,109.54282302809202,10,-100000.0,-103969.99999999999,-10.0,-10.396999999999998,2023,-10.397000000000048,Lossy,60962.0,11282.910771893477,100000.0,0.11282910771893477,-1.0,-1.0396999999999998
103,LONG,2023-05-18 21:00:00+05:30,2023-05-19 09:00:00+05:30,59791,58894.135,2023-05-22 09:00:00+05:30,60276.0,RSI Overbought,485.0,448.9799,111.4995010397331,10,54077.25800427055,50061.03482686926,5.407725800427055,5.0061034826869255,2023,-5.390896517313081,Profitable,60490.0,77938.15122677344,100000.0,0.7793815122677343,0.5407725800427056,0.5006103482686926
104,LONG,2023-06-08 09:00:00+05:30,2023-06-08 13:00:00+05:30,59545,58651.825,2023-06-12 09:00:00+05:30,59790.0,Trailing SL Hit,245.0,209.1995,111.96014218938022,10,27430.234836398155,23422.005765947248,2.7430234836398153,2.342200576594725,2023,-3.048695940718403,Profitable,60116.0,63929.241190136105,100000.0,0.6392924119013611,0.27430234836398154,0.23422005765947249
105,LONG,2023-06-27 21:00:00+05:30,2023-06-28 09:00:00+05:30,58197,57324.045,2023-07-24 17:00:00+05:30,59131.0,Trailing SL Hit,934.0,898.8016,114.5534420445496,10,106992.91486960932,102960.81699514845,10.699291486960933,10.296081699514845,2023,0.0,Profitable,59984.0,204707.00093361014,100000.0,2.0470700093361014,1.0699291486960933,1.0296081699514845
106,LONG,2023-08-10 13:00:00+05:30,2023-08-10 17:00:00+05:30,59050,58164.25,2023-08-22 17:00:00+05:30,58551.0,RSI Overbought,-499.0,-534.2803,112.89867344058707,10,-56336.43804685295,-60319.53711543889,-5.633643804685295,-6.031953711543888,2023,-6.031953711543906,Lossy,59146.0,10838.27265029636,100000.0,0.1083827265029636,-0.5633643804685294,-0.6031953711543888
107,LONG,2023-09-21 21:00:00+05:30,2023-09-22 09:00:00+05:30,58854,57971.19,2023-09-25 13:00:00+05:30,58892.0,RSI Overbought,38.0,2.6762000000000015,113.27465706097604,10,4304.43696831709,303.14563722658426,0.430443696831709,0.030314563722658425,2023,-6.001639147821265,Profitable,58996.0,16085.001302658598,100000.0,0.160850013026586,0.0430443696831709,0.0030314563722658424
108,LONG,2023-09-28 13:00:00+05:30,2023-09-28 17:00:00+05:30,57580,56716.299999999996,2023-10-03 09:00:00+05:30,56716.299999999996,Initial SL Hit,-863.7000000000044,-897.9888900000044,115.78094245687102,10,-100000.0,-103969.99999999999,-10.0,-10.396999999999998,2023,-16.398639147821314,Lossy,58235.0,75836.51730925051,100000.0,0.7583651730925052,-1.0,-1.0396999999999998
109,LONG,2023-10-03 13:00:00+05:30,2023-10-03 17:00:00+05:30,56974,56119.39,2023-10-10 13:00:00+05:30,57570.0,RSI Overbought,596.0,561.6368,117.0124384222042,10,69739.4132996337,65718.49147564381,6.97394132996337,6.5718491475643805,2023,-9.826790000256892,Profitable,57744.0,90099.57758509723,100000.0,0.9009957758509722,0.697394132996337,0.657184914756438
110,LONG,2023-11-13 09:00:00+05:30,2023-11-13 13:00:00+05:30,59724,58828.14,2023-12-08 21:00:00+05:30,61770.0,Trailing SL Hit,2046.0,2009.5518,111.62458419842379,10,228383.89926997508,224315.3841001941,22.838389926997507,22.43153841001941,2023,0.0,Profitable,64063.0,484339.0708369608,100000.0,4.843390708369608,2.2838389926997507,2.243153841001941
111,LONG,2023-12-18 17:00:00+05:30,2023-12-18 21:00:00+05:30,62200,61267.0,2024-01-03 17:00:00+05:30,62585.0,Trailing SL Hit,385.0,347.5645,107.18113612004288,10,41264.73740621651,37252.35798499465,4.126473740621651,3.7252357984994644,2023,0.0,Profitable,63821.0,173740.6216505895,100000.0,1.7374062165058952,0.4126473740621651,0.37252357984994644
112,LONG,2024-05-14 09:00:00+05:30,2024-05-14 13:00:00+05:30,72096,71014.56,2024-05-23 09:00:00+05:30,72320.0,Trailing SL Hit,224.0,180.67520000000002,92.46930019233595,10,20713.123243083253,16706.909306110338,2.0713123243083253,1.6706909306110338,2024,0.0,Profitable,74442.0,216932.97825122013,100000.0,2.1693297825122015,0.20713123243083253,0.16706909306110337
113,LONG,2024-05-24 13:00:00+05:30,2024-05-24 17:00:00+05:30,71665,70590.025,2024-06-07 13:00:00+05:30,72029.0,Trailing SL Hit,364.0,320.8918,93.02541919579475,10,33861.25258726929,29851.09421149313,3.3861252587269295,2.9851094211493128,2024,0.0,Profitable,73516.0,172190.0509314161,100000.0,1.721900509314161,0.33861252587269297,0.2985109421149313
114,LONG,2024-06-10 13:00:00+05:30,2024-06-10 17:00:00+05:30,71188,70120.18,2024-06-13 09:00:00+05:30,71500.0,RSI Overbought,312.0,269.1936,93.64874229739033,10,29218.407596785783,25209.642074506773,2.9218407596785783,2.5209642074506773,2024,0.0,Profitable,72172.0,92150.36242063208,100000.0,0.9215036242063208,0.29218407596785784,0.2520964207450677
